,Year,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Day,Month,Hour,Auroransilta,Eteläesplanadi,Huopalahti (asema),Kaisaniemi/Eläintarhanlahti,Kaivokatu,Kulosaaren silta et.,Kulosaaren silta po. ,Kuusisaarentie,"Käpylä, Pohjoisbaana",Lauttasaaren silta eteläpuoli,Merikannontie,Munkkiniemen silta eteläpuoli,Munkkiniemi silta pohjoispuoli,Heperian puisto/Ooppera,Pitkäsilta itäpuoli,Pitkäsilta länsipuoli,Lauttasaaren silta pohjoispuoli,Ratapihantie,Viikintie,Baana
120,2017,-1.0,-1.0,7.6,1,5,276,0.0,880.0,644.0,925.0,0.0,2.0,1160.0,805.0,0.0,2625.0,2011.0,928.0,558.0,1727.0,1267.0,1007.0,660.0,521.0,0.0,862.0
121,2017,-1.0,-1.0,9.4,2,5,276,0.0,2034.0,2179.0,1898.0,0.0,1.0,2761.0,2094.0,0.0,3773.0,3324.0,2172.0,1085.0,3964.0,2777.0,1125.0,1458.0,1629.0,0.0,3124.0
122,2017,-1.0,-1.0,9.2,3,5,276,0.0,2376.0,2365.0,2259.0,0.0,3.0,3108.0,2151.0,0.0,4312.0,3632.0,2408.0,1224.0,4416.0,3313.0,1411.0,1669.0,1795.0,0.0,3675.0
123,2017,-1.0,-1.0,6.7,4,5,276,0.0,2326.0,2201.0,2109.0,0.0,2.0,2875.0,2087.0,0.0,4240.0,3368.0,2392.0,1127.0,4352.0,3244.0,1343.0,1590.0,1779.0,0.0,3598.0
124,2017,-1.0,-1.0,10.1,5,5,276,0.0,2339.0,1969.0,2050.0,0.0,4.0,2657.0,1920.0,0.0,3987.0,3161.0,2126.0,1021.0,4178.0,3091.0,1443.0,1453.0,1518.0,0.0,3132.0
125,2017,-1.0,-1.0,11.1,6,5,276,0.0,1617.0,727.0,1327.0,0.0,5.0,1582.0,1125.0,0.0,3124.0,2696.0,1106.0,759.0,2667.0,1967.0,1342.0,932.0,611.0,0.0,1776.0
126,2017,-1.0,-1.0,6.1,7,5,276,0.0,1071.0,716.0,888.0,0.0,0.0,1280.0,945.0,0.0,2342.0,2220.0,946.0,642.0,2398.0,1418.0,1007.0,706.0,523.0,0.0,1499.0
127,2017,-1.0,-1.0,4.4,8,5,276,0.0,1912.0,1809.0,1732.0,0.0,0.0,2191.0,1585.0,0.0,3257.0,2393.0,1869.0,955.0,3379.0,2483.0,1108.0,1320.0,1477.0,0.0,3038.0
128,2017,0.2,-1.0,1.5,9,5,276,0.0,1778.0,1671.0,1556.0,0.0,0.0,2029.0,1462.0,0.0,3087.0,2358.0,1747.0,838.0,3164.0,2379.0,1094.0,1147.0,1381.0,0.0,2819.0
129,2017,3.2,-1.0,1.5,10,5,276,0.0,1738.0,1519.0,1392.0,0.0,2.0,1734.0,1307.0,0.0,2994.0,2122.0,1511.0,742.0,3021.0,2180.0,1008.0,1108.0,1303.0,0.0,2684.0
130,2017,0.4,-1.0,2.9,11,5,276,0.0,1900.0,1608.0,1554.0,0.0,3.0,1805.0,1388.0,0.0,3043.0,2229.0,1663.0,827.0,3074.0,2422.0,1131.0,1126.0,1359.0,0.0,2799.0
131,2017,-1.0,-1.0,5.1,12,5,276,0.0,2041.0,1606.0,1716.0,0.0,2.0,1986.0,1449.0,0.0,3467.0,2579.0,1808.0,849.0,3612.0,2665.0,1361.0,1189.0,1381.0,0.0,2899.0
132,2017,-1.0,-1.0,7.5,13,5,276,0.0,1386.0,710.0,1152.0,0.0,1.0,1309.0,916.0,0.0,2895.0,1590.0,1084.0,744.0,2327.0,1796.0,1227.0,718.0,575.0,0.0,1522.0
133,2017,-1.0,-1.0,9.8,14,5,276,0.0,1065.0,752.0,859.0,0.0,5.0,1316.0,1138.0,0.0,2329.0,2459.0,994.0,620.0,2164.0,1251.0,927.0,797.0,459.0,0.0,1675.0
134,2017,0.9,-1.0,9.0,15,5,276,0.0,2030.0,2007.0,1931.0,0.0,1.0,2490.0,1904.0,0.0,3736.0,3113.0,2207.0,1034.0,4003.0,2753.0,1251.0,1463.0,1629.0,0.0,3788.0
135,2017,-1.0,-1.0,7.3,16,5,276,0.0,2632.0,2418.0,2442.0,0.0,4.0,3353.0,2293.0,0.0,4697.0,3839.0,2589.0,1267.0,5213.0,3593.0,1615.0,1798.0,2025.0,0.0,4653.0
136,2017,0.7,-1.0,9.4,17,5,276,0.0,2278.0,2133.0,2037.0,0.0,10.0,2939.0,1904.0,0.0,4068.0,3090.0,2265.0,1160.0,4634.0,3118.0,1405.0,1464.0,1693.0,0.0,4272.0
137,2017,-1.0,-1.0,11.2,18,5,276,0.0,2243.0,1884.0,1940.0,0.0,1.0,2546.0,1781.0,0.0,3523.0,2790.0,1986.0,1028.0,4120.0,2866.0,1381.0,1371.0,1582.0,0.0,3840.0
138,2017,-1.0,-1.0,16.1,19,5,276,0.0,2812.0,2132.0,2463.0,0.0,0.0,3117.0,1993.0,0.0,4633.0,3851.0,2618.0,1220.0,3617.0,3557.0,1961.0,1639.0,1792.0,0.0,4653.0
139,2017,-1.0,-1.0,16.9,20,5,276,0.0,2171.0,896.0,1520.0,0.0,0.0,2021.0,1153.0,0.0,3855.0,3139.0,1456.0,825.0,3598.0,2434.0,1710.0,959.0,825.0,0.0,2718.0
140,2017,-1.0,-1.0,14.7,21,5,276,0.0,1762.0,1099.0,1424.0,0.0,5.0,2987.0,1528.0,0.0,3823.0,3547.0,1677.0,1081.0,2993.0,2240.0,1499.0,1125.0,752.0,0.0,2421.0
141,2017,-1.0,-1.0,14.6,22,5,276,0.0,2814.0,2716.0,2493.0,0.0,2.0,3682.0,2328.0,0.0,4760.0,4048.0,2804.0,1338.0,5778.0,3669.0,1652.0,1840.0,2172.0,0.0,5113.0
142,2017,-1.0,-1.0,13.3,23,5,276,0.0,3024.0,2637.0,2613.0,0.0,2.0,3749.0,2445.0,0.0,5014.0,4323.0,2991.0,1471.0,6300.0,3841.0,1755.0,1974.0,2172.0,0.0,5557.0
143,2017,-1.0,-1.0,12.4,24,5,276,0.0,2903.0,2384.0,2513.0,0.0,0.0,3210.0,2179.0,0.0,4897.0,3945.0,2693.0,1293.0,5921.0,3748.0,1830.0,1736.0,1893.0,0.0,5211.0
144,2017,-1.0,-1.0,14.1,25,5,276,0.0,1767.0,938.0,1480.0,0.0,3.0,2051.0,1340.0,0.0,3450.0,3796.0,1665.0,914.0,3917.0,2234.0,1500.0,1196.0,771.0,0.0,2787.0
145,2017,3.6,-1.0,14.1,26,5,276,0.0,2359.0,1575.0,1789.0,0.0,0.0,2390.0,1555.0,0.0,4039.0,3411.0,2068.0,1030.0,4504.0,3094.0,1694.0,1376.0,1360.0,0.0,3931.0
146,2017,-1.0,-1.0,9.6,27,5,276,0.0,1360.0,782.0,1810.0,0.0,3.0,1364.0,817.0,0.0,2604.0,1947.0,990.0,653.0,2936.0,2488.0,1889.0,815.0,666.0,0.0,2315.0
147,2017,1.0,-1.0,13.2,28,5,276,0.0,1586.0,934.0,2191.0,0.0,2.0,1904.0,1303.0,0.0,3492.0,3322.0,1505.0,831.0,3713.0,2553.0,1874.0,1033.0,736.0,0.0,2828.0
148,2017,-1.0,-1.0,14.1,29,5,276,0.0,2815.0,2697.0,2605.0,0.0,5.0,3627.0,2529.0,0.0,5349.0,4419.0,3018.0,1470.0,6094.0,3873.0,1759.0,1959.0,2179.0,0.0,5457.0
149,2017,5.4,-1.0,9.6,30,5,276,0.0,2788.0,2489.0,2419.0,0.0,1.0,3233.0,2158.0,0.0,4625.0,3968.0,2721.0,1423.0,5589.0,3537.0,1608.0,1701.0,1980.0,0.0,5178.0
150,2017,0.7,-1.0,10.8,31,5,276,0.0,2387.0,2012.0,1955.0,0.0,4.0,2418.0,1703.0,0.0,4067.0,3157.0,2251.0,1121.0,4553.0,2872.0,1439.0,1484.0,1641.0,0.0,4315.0
151,2017,1.0,-1.0,6.5,1,6,276,0.0,2348.0,2187.0,1995.0,0.0,4.0,2649.0,1792.0,0.0,4010.0,3206.0,2250.0,1060.0,4533.0,2985.0,1343.0,1520.0,1748.0,0.0,4447.0
152,2017,-1.0,-1.0,6.2,2,6,276,0.0,2054.0,1662.0,1676.0,0.0,2.0,2233.0,1660.0,0.0,3410.0,2559.0,1882.0,928.0,3829.0,2638.0,1296.0,1262.0,1446.0,0.0,3788.0
153,2017,-1.0,-1.0,10.0,3,6,276,0.0,1443.0,660.0,1068.0,0.0,0.0,1422.0,817.0,0.0,2685.0,2083.0,886.0,692.0,2346.0,1708.0,1265.0,737.0,503.0,0.0,2050.0
154,2017,-1.0,-1.0,9.9,4,6,276,0.0,1821.0,938.0,1352.0,0.0,1.0,2023.0,1235.0,0.0,3629.0,3162.0,1483.0,866.0,3819.0,2207.0,1385.0,1057.0,718.0,0.0,2906.0
155,2017,4.1,-1.0,10.4,5,6,276,0.0,1713.0,1788.0,1543.0,0.0,1.0,2047.0,1416.0,0.0,3031.0,2324.0,1772.0,862.0,3324.0,2198.0,1009.0,1178.0,1501.0,0.0,3486.0
156,2017,-1.0,-1.0,14.5,6,6,276,0.0,3391.0,2939.0,2953.0,0.0,3.0,4057.0,2729.0,0.0,5877.0,5110.0,3369.0,1575.0,7143.0,4255.0,2045.0,2174.0,2381.0,0.0,6084.0
157,2017,1.3,-1.0,16.4,7,6,276,0.0,3565.0,3043.0,3034.0,0.0,10.0,4176.0,2951.0,0.0,6219.0,5541.0,3329.0,1546.0,7506.0,4648.0,2186.0,2331.0,2456.0,0.0,6295.0
158,2017,26.5,-1.0,12.3,8,6,276,0.0,1272.0,1257.0,995.0,0.0,1.0,1427.0,1053.0,0.0,2107.0,1697.0,1291.0,665.0,2308.0,1500.0,786.0,847.0,1131.0,0.0,2510.0
159,2017,-1.0,-1.0,14.0,9,6,276,0.0,3244.0,2059.0,2636.0,0.0,6.0,3156.0,1830.0,0.0,6578.0,4874.0,2714.0,1289.0,5707.0,3727.0,2090.0,1658.0,1903.0,0.0,5100.0
160,2017,-1.0,-1.0,16.3,10,6,276,0.0,2053.0,840.0,1534.0,0.0,2.0,2114.0,1121.0,0.0,3750.0,3160.0,1427.0,839.0,3727.0,2647.0,1799.0,1112.0,728.0,0.0,2823.0
161,2017,5.3,-1.0,16.8,11,6,276,0.0,1806.0,959.0,1343.0,0.0,9.0,2047.0,1416.0,0.0,3360.0,2915.0,1351.0,844.0,3544.0,2143.0,1445.0,924.0,816.0,0.0,2714.0
162,2017,18.6,-1.0,12.6,12,6,276,0.0,962.0,1082.0,877.0,0.0,0.0,1132.0,881.0,0.0,1701.0,1450.0,1146.0,568.0,1785.0,1207.0,601.0,728.0,1000.0,0.0,2130.0
163,2017,0.6,-1.0,12.6,13,6,276,0.0,2175.0,1984.0,1834.0,0.0,1.0,2313.0,1662.0,0.0,3655.0,2813.0,2132.0,1037.0,4050.0,2760.0,1262.0,1387.0,1758.0,0.0,4102.0
164,2017,-1.0,-1.0,14.8,14,6,276,0.0,3176.0,2829.0,2814.0,0.0,1.0,3712.0,2742.0,0.0,5892.0,5047.0,3213.0,1505.0,7065.0,4123.0,2075.0,2148.0,2285.0,0.0,6136.0
165,2017,-1.0,-1.0,15.1,15,6,276,0.0,3461.0,2802.0,2810.0,0.0,1.0,3740.0,2623.0,0.0,6038.0,5096.0,3350.0,1570.0,7165.0,4153.0,2207.0,2041.0,2253.0,0.0,6080.0
166,2017,-1.0,-1.0,18.4,16,6,276,0.0,3131.0,2323.0,2372.0,0.0,0.0,3286.0,2158.0,0.0,5054.0,4230.0,2619.0,1335.0,5937.0,3789.0,2126.0,1699.0,1862.0,0.0,5270.0
167,2017,-1.0,-1.0,19.3,17,6,276,0.0,2299.0,997.0,1565.0,0.0,7.0,2097.0,1112.0,0.0,3913.0,3314.0,1236.0,851.0,4135.0,2536.0,1825.0,968.0,816.0,0.0,3121.0
168,2017,-1.0,-1.0,16.9,18,6,276,0.0,1454.0,950.0,1167.0,0.0,1.0,1438.0,969.0,0.0,2832.0,2465.0,1189.0,737.0,3200.0,1827.0,1362.0,821.0,655.0,0.0,2423.0
169,2017,4.7,-1.0,17.8,19,6,276,0.0,3180.0,2877.0,2717.0,0.0,1.0,3911.0,2640.0,0.0,6023.0,5745.0,3468.0,1626.0,7022.0,4252.0,1951.0,2174.0,2276.0,0.0,6199.0
170,2017,2.7,-1.0,12.7,20,6,276,0.0,1552.0,1154.0,1194.0,0.0,2.0,1472.0,991.0,0.0,2666.0,1946.0,1469.0,687.0,2816.0,1980.0,1108.0,913.0,1082.0,0.0,2888.0
171,2017,5.2,-1.0,12.4,21,6,276,0.0,2513.0,2156.0,2072.0,0.0,2.0,2797.0,2042.0,0.0,4427.0,3499.0,2431.0,1155.0,5110.0,3329.0,1542.0,1576.0,1852.0,0.0,4888.0
172,2017,1.4,-1.0,12.2,22,6,276,0.0,2038.0,1511.0,1518.0,0.0,0.0,1999.0,1354.0,0.0,3291.0,2468.0,1787.0,930.0,3731.0,2431.0,1301.0,1189.0,1406.0,0.0,3685.0
173,2017,-1.0,-1.0,10.8,23,6,276,0.0,1005.0,432.0,557.0,0.0,5.0,1383.0,652.0,0.0,1635.0,1611.0,654.0,484.0,1561.0,1139.0,750.0,458.0,410.0,0.0,1220.0
174,2017,4.5,-1.0,12.9,24,6,276,0.0,836.0,458.0,582.0,0.0,5.0,1118.0,687.0,0.0,1401.0,1456.0,640.0,414.0,1530.0,951.0,733.0,389.0,364.0,0.0,1191.0
175,2017,-1.0,-1.0,14.0,25,6,276,0.0,955.0,645.0,822.0,0.0,2.0,1228.0,865.0,0.0,1894.0,1862.0,844.0,556.0,2268.0,1252.0,898.0,485.0,523.0,0.0,1627.0
176,2017,-1.0,-1.0,13.5,26,6,276,0.0,2368.0,2056.0,2023.0,0.0,5.0,2675.0,1783.0,0.0,4041.0,3395.0,2388.0,1198.0,5040.0,3159.0,1589.0,1485.0,1700.0,0.0,4618.0
177,2017,0.4,-1.0,13.7,27,6,276,0.0,2485.0,2065.0,1923.0,0.0,9.0,2658.0,1798.0,0.0,4147.0,3482.0,2467.0,1118.0,5091.0,3185.0,1511.0,1587.0,1719.0,0.0,4779.0
178,2017,-1.0,-1.0,15.3,28,6,276,0.0,3123.0,2511.0,2443.0,0.0,1.0,3452.0,2446.0,0.0,5740.0,4806.0,3162.0,1409.0,6599.0,4016.0,2066.0,1919.0,2223.0,0.0,5715.0
179,2017,-1.0,-1.0,16.3,29,6,276,0.0,3385.0,2436.0,2521.0,0.0,7.0,3272.0,2379.0,0.0,5589.0,4831.0,3178.0,1464.0,6696.0,4025.0,2187.0,1864.0,1991.0,0.0,5781.0
180,2017,-1.0,-1.0,17.2,30,6,276,0.0,2038.0,1249.0,1391.0,0.0,2.0,1560.0,1155.0,0.0,2875.0,2277.0,1587.0,910.0,3522.0,2369.0,1565.0,969.0,1154.0,0.0,3388.0
181,2017,0.1,-1.0,14.1,1,7,276,0.0,1194.0,574.0,79.0,0.0,2.0,991.0,571.0,0.0,2118.0,1491.0,829.0,521.0,2560.0,1771.0,1941.0,581.0,576.0,0.0,1751.0
182,2017,-1.0,-1.0,16.4,2,7,276,0.0,1449.0,840.0,1003.0,0.0,0.0,1683.0,1218.0,0.0,3084.0,2922.0,1377.0,756.0,3246.0,1912.0,1439.0,848.0,631.0,0.0,2515.0
183,2017,2.2,-1.0,14.5,3,7,276,0.0,1895.0,1594.0,1636.0,0.0,5.0,2174.0,1345.0,0.0,3514.0,2827.0,1950.0,934.0,4129.0,2487.0,1413.0,1220.0,1401.0,0.0,3746.0
184,2017,0.9,-1.0,14.1,4,7,276,0.0,2733.0,2109.0,2229.0,0.0,8.0,3052.0,2020.0,0.0,4829.0,3821.0,2575.0,1184.0,5539.0,3430.0,1876.0,1579.0,1793.0,0.0,5020.0
185,2017,-1.0,-1.0,14.0,5,7,276,0.0,2369.0,1798.0,1941.0,0.0,9.0,2366.0,1610.0,0.0,4110.0,3084.0,2052.0,1115.0,4836.0,3017.0,1410.0,1300.0,1493.0,0.0,4399.0
186,2017,-1.0,-1.0,11.5,6,7,276,0.0,2302.0,1772.0,1775.0,0.0,3.0,2292.0,1494.0,0.0,3940.0,2995.0,2036.0,1054.0,4470.0,2869.0,1534.0,1297.0,1503.0,0.0,4088.0
187,2017,-1.0,-1.0,14.7,7,7,276,0.0,2522.0,1633.0,1881.0,0.0,2.0,2518.0,1528.0,0.0,3892.0,3125.0,1912.0,985.0,5161.0,3015.0,1863.0,1200.0,1342.0,0.0,4125.0
188,2017,0.3,-1.0,16.1,8,7,276,0.0,1831.0,717.0,1163.0,0.0,1.0,1764.0,1031.0,0.0,3001.0,2320.0,1159.0,645.0,3242.0,2029.0,1584.0,851.0,737.0,0.0,2368.0
189,2017,-1.0,-1.0,17.4,9,7,276,0.0,1464.0,920.0,1234.0,0.0,4.0,2057.0,1470.0,0.0,3438.0,3329.0,1443.0,815.0,3769.0,1912.0,1449.0,943.0,741.0,0.0,2634.0
190,2017,-1.0,-1.0,18.0,10,7,276,0.0,2601.0,1967.0,1968.0,0.0,2.0,3324.0,1976.0,0.0,4821.0,4412.0,2437.0,1227.0,5770.0,3259.0,1852.0,1580.0,1621.0,0.0,4763.0
191,2017,7.8,-1.0,16.8,11,7,276,0.0,1566.0,1235.0,1177.0,0.0,0.0,1681.0,1009.0,0.0,2479.0,1963.0,1443.0,754.0,2961.0,1863.0,1028.0,834.0,1094.0,0.0,2924.0
192,2017,-1.0,-1.0,16.8,12,7,276,0.0,2191.0,1589.0,1610.0,0.0,3.0,2447.0,1499.0,0.0,3560.0,3086.0,1124.0,1544.0,4339.0,2645.0,1626.0,1147.0,1387.0,0.0,3813.0
193,2017,4.2,-1.0,14.7,13,7,276,0.0,1500.0,1135.0,1204.0,0.0,3.0,1698.0,959.0,0.0,2433.0,1905.0,740.0,1205.0,2956.0,1927.0,1129.0,820.0,1018.0,0.0,2854.0
194,2017,-1.0,-1.0,15.3,14,7,276,0.0,2347.0,1379.0,1596.0,0.0,4.0,2491.0,1362.0,0.0,3589.0,3003.0,967.0,1583.0,4327.0,2786.0,1723.0,1056.0,1235.0,0.0,3706.0
195,2017,-1.0,-1.0,16.7,15,7,276,0.0,1758.0,842.0,1144.0,0.0,2.0,1969.0,1067.0,0.0,3103.0,2929.0,734.0,1161.0,3527.0,2112.0,1544.0,818.0,668.0,0.0,2693.0
196,2017,-1.0,-1.0,18.0,16,7,276,0.0,1642.0,863.0,1142.0,0.0,3.0,2299.0,1329.0,0.0,3348.0,3716.0,829.0,1332.0,3649.0,2007.0,1445.0,888.0,659.0,0.0,2802.0
197,2017,2.7,-1.0,15.4,17,7,276,0.0,1432.0,1161.0,1153.0,0.0,5.0,1740.0,1009.0,0.0,2513.0,2089.0,764.0,1174.0,3005.0,1809.0,1072.0,841.0,993.0,0.0,2821.0
198,2017,4.6,-1.0,15.0,18,7,276,0.0,2030.0,1423.0,1516.0,0.0,5.0,2321.0,1508.0,0.0,3672.0,3040.0,1024.0,1578.0,4227.0,2608.0,1462.0,1087.0,1346.0,0.0,3784.0
199,2017,0.3,-1.0,13.7,19,7,276,0.0,1831.0,1303.0,1331.0,0.0,1.0,2004.0,1301.0,0.0,3240.0,2256.0,777.0,1474.0,3754.0,2355.0,1430.0,958.0,1226.0,0.0,3286.0
200,2017,1.4,-1.0,14.6,20,7,276,0.0,2063.0,1505.0,1602.0,0.0,1.0,2313.0,1426.0,0.0,3689.0,2717.0,890.0,1656.0,4203.0,2633.0,1541.0,1085.0,1249.0,0.0,3703.0
201,2017,-1.0,-1.0,15.8,21,7,276,0.0,2210.0,1308.0,1544.0,0.0,5.0,2360.0,1256.0,0.0,3641.0,3009.0,863.0,1540.0,4249.0,2769.0,1786.0,1072.0,1117.0,0.0,3601.0
202,2017,3.3,-1.0,15.6,22,7,276,0.0,1610.0,634.0,997.0,0.0,5.0,1640.0,856.0,0.0,2517.0,2006.0,469.0,973.0,2760.0,1849.0,1397.0,629.0,639.0,0.0,2151.0
203,2017,-1.0,-1.0,16.9,23,7,276,0.0,1555.0,791.0,1189.0,0.0,2.0,2049.0,1369.0,0.0,3182.0,3023.0,655.0,1296.0,3492.0,1901.0,1380.0,819.0,743.0,0.0,2624.0
204,2017,-1.0,-1.0,15.7,24,7,276,0.0,1953.0,1459.0,1555.0,0.0,5.0,2417.0,1436.0,0.0,3750.0,2791.0,900.0,1748.0,4223.0,2595.0,1476.0,1082.0,1328.0,0.0,3736.0
205,2017,-1.0,-1.0,16.1,25,7,276,0.0,2057.0,1523.0,1586.0,0.0,1.0,2284.0,1473.0,0.0,3601.0,2898.0,822.0,1754.0,4417.0,2703.0,1543.0,1108.0,1211.0,0.0,3792.0
206,2017,-1.0,-1.0,17.2,26,7,276,0.0,2702.0,1866.0,2129.0,0.0,3.0,3165.0,1995.0,0.0,4930.0,4053.0,1078.0,2105.0,5615.0,3335.0,2021.0,1322.0,1578.0,0.0,4657.0
207,2017,2.4,-1.0,19.0,27,7,276,0.0,2790.0,1849.0,2045.0,0.0,1.0,3306.0,1885.0,0.0,5001.0,4331.0,1072.0,2125.0,5819.0,3464.0,2116.0,1388.0,1508.0,0.0,4761.0
208,2017,-1.0,-1.0,19.1,28,7,276,0.0,2143.0,1286.0,1582.0,0.0,0.0,2151.0,1348.0,0.0,3547.0,2741.0,681.0,1544.0,4198.0,2738.0,1759.0,987.0,1083.0,0.0,3523.0
209,2017,-1.0,-1.0,17.8,29,7,276,0.0,1810.0,682.0,1480.0,0.0,0.0,1730.0,1070.0,0.0,3198.0,2358.0,541.0,1122.0,3342.0,2234.0,1788.0,722.0,738.0,0.0,2550.0
210,2017,0.9,-1.0,18.3,30,7,276,0.0,1607.0,918.0,1372.0,0.0,2.0,2465.0,1639.0,0.0,3845.0,3787.0,791.0,1534.0,4171.0,2213.0,1638.0,1051.0,879.0,0.0,3168.0
211,2017,0.1,-1.0,17.8,31,7,276,0.0,2289.0,1676.0,1832.0,0.0,2.0,2375.0,1615.0,0.0,4122.0,3160.0,893.0,1779.0,5050.0,2991.0,1545.0,1340.0,1392.0,0.0,4425.0
212,2017,12.3,-1.0,18.9,1,8,276,0.0,3190.0,2551.0,2602.0,0.0,0.0,3768.0,2353.0,0.0,5904.0,4602.0,1270.0,2538.0,7089.0,4108.0,2084.0,1912.0,2047.0,0.0,5952.0
213,2017,2.9,-1.0,17.5,2,8,276,0.0,1736.0,1097.0,1312.0,0.0,3.0,1623.0,1046.0,0.0,2804.0,2228.0,520.0,1282.0,3479.0,2206.0,1289.0,887.0,954.0,0.0,3020.0
214,2017,10.3,-1.0,18.2,3,8,276,0.0,3388.0,2454.0,2612.0,0.0,4.0,3770.0,2315.0,0.0,5830.0,4808.0,1216.0,2600.0,6920.0,4192.0,2223.0,1866.0,1966.0,0.0,5960.0
215,2017,19.6,-1.0,16.6,4,8,276,0.0,1413.0,778.0,985.0,0.0,0.0,1235.0,670.0,0.0,2210.0,1480.0,365.0,916.0,2464.0,1616.0,1133.0,674.0,677.0,0.0,2374.0
216,2017,-1.0,-1.0,17.1,5,8,276,0.0,1652.0,760.0,1149.0,0.0,0.0,1751.0,950.0,0.0,2879.0,2116.0,441.0,1129.0,3773.0,2066.0,1673.0,781.0,808.0,0.0,2722.0
217,2017,11.0,-1.0,16.0,6,8,276,0.0,1009.0,456.0,734.0,0.0,3.0,1013.0,752.0,0.0,2047.0,1449.0,301.0,798.0,2218.0,1275.0,1014.0,530.0,474.0,0.0,1876.0
218,2017,11.0,-1.0,15.2,7,8,276,0.0,2132.0,2050.0,1934.0,0.0,1.0,2619.0,1844.0,0.0,4178.0,3076.0,923.0,1919.0,4595.0,2972.0,1417.0,1437.0,1864.0,0.0,4614.0
219,2017,-1.0,-1.0,17.2,8,8,276,0.0,3392.0,2927.0,2830.0,0.0,2.0,4292.0,2957.0,0.0,6563.0,5302.0,1430.0,2896.0,7932.0,4614.0,2291.0,2158.0,2517.0,0.0,6540.0
220,2017,0.1,-1.0,18.3,9,8,276,0.0,3546.0,2965.0,3004.0,0.0,0.0,4320.0,2942.0,0.0,6355.0,5195.0,1309.0,2930.0,7993.0,4558.0,2349.0,2169.0,2568.0,0.0,6660.0
221,2017,-1.0,-1.0,18.7,10,8,276,0.0,3496.0,2643.0,2687.0,0.0,1.0,3870.0,2515.0,0.0,5807.0,4620.0,1242.0,2762.0,7185.0,4454.0,2235.0,1911.0,2306.0,0.0,6155.0
222,2017,-1.0,-1.0,18.1,11,8,276,0.0,3786.0,2385.0,2513.0,0.0,0.0,3565.0,2227.0,0.0,5703.0,4347.0,1138.0,2502.0,6625.0,4489.0,2223.0,1688.0,2154.0,0.0,5746.0
223,2017,9.4,-1.0,19.6,12,8,276,0.0,2185.0,872.0,1155.0,0.0,6.0,1816.0,788.0,0.0,2608.0,2274.0,431.0,1419.0,2534.0,2683.0,1582.0,1493.0,723.0,0.0,2110.0
224,2017,0.2,-1.0,17.4,13,8,276,0.0,1824.0,753.0,854.0,0.0,3.0,1548.0,971.0,0.0,2771.0,2056.0,530.0,1054.0,2676.0,2340.0,1219.0,716.0,566.0,0.0,2419.0
225,2017,-1.0,-1.0,16.1,14,8,276,0.0,3375.0,3341.0,3168.0,0.0,5.0,4432.0,3108.0,0.0,6479.0,5412.0,1654.0,3180.0,7798.0,4695.0,2061.0,2332.0,2216.0,0.0,6566.0
226,2017,-1.0,-1.0,16.4,15,8,276,0.0,3781.0,4527.0,3876.0,0.0,1.0,4523.0,3331.0,0.0,6992.0,5956.0,1682.0,3613.0,8738.0,4886.0,2199.0,2444.0,3672.0,0.0,6666.0
227,2017,-1.0,-1.0,17.6,16,8,276,0.0,3424.0,3127.0,3064.0,0.0,2.0,3938.0,2770.0,0.0,6094.0,4741.0,1305.0,2996.0,7338.0,4489.0,2095.0,2099.0,2703.0,0.0,6337.0
228,2017,0.3,-1.0,19.0,17,8,276,0.0,3084.0,2432.0,2770.0,0.0,5.0,3250.0,2200.0,0.0,5295.0,4133.0,1020.0,2498.0,5998.0,3989.0,1984.0,1769.0,2233.0,0.0,5527.0
229,2017,-1.0,-1.0,18.0,18,8,276,0.0,2939.0,2232.0,2495.0,0.0,1.0,3022.0,2195.0,0.0,5009.0,3587.0,941.0,2388.0,5840.0,3633.0,1891.0,1698.0,2069.0,0.0,5187.0
230,2017,1.7,-1.0,18.2,19,8,276,0.0,1359.0,502.0,801.0,0.0,0.0,1183.0,530.0,0.0,2091.0,1394.0,275.0,858.0,2344.0,1539.0,1139.0,575.0,625.0,0.0,1741.0
231,2017,-1.0,-1.0,17.4,20,8,276,0.0,1588.0,881.0,1219.0,0.0,2.0,2000.0,1322.0,0.0,3393.0,2676.0,497.0,1276.0,3504.0,1905.0,1300.0,838.0,627.0,0.0,2766.0
232,2017,-1.0,-1.0,16.2,21,8,276,0.0,3076.0,2939.0,2882.0,0.0,0.0,3612.0,2693.0,0.0,5635.0,4500.0,1156.0,2854.0,6901.0,4087.0,1868.0,2050.0,2645.0,0.0,5968.0
233,2017,-1.0,-1.0,14.9,22,8,276,0.0,3111.0,2711.0,2666.0,0.0,5.0,3351.0,2304.0,0.0,5408.0,4270.0,966.0,2690.0,6404.0,3919.0,1909.0,1874.0,2391.0,0.0,5729.0
234,2017,-1.0,-1.0,13.5,23,8,276,0.0,3254.0,2865.0,2859.0,0.0,1.0,3668.0,2577.0,0.0,5604.0,4059.0,1071.0,2843.0,6715.0,4100.0,1838.0,1950.0,2567.0,0.0,5987.0
235,2017,-1.0,-1.0,12.9,24,8,276,0.0,3589.0,2515.0,2634.0,0.0,0.0,3062.0,2131.0,0.0,5487.0,4186.0,1034.0,2649.0,7252.0,4510.0,2124.0,1775.0,2135.0,0.0,5843.0
